strIngredient13,strMeasure8,strMeasure11,strMeasure12,strDrinkThumb,strCreativeCommonsConfirmed,strIngredient5,strIngredient6,strVideo,strImageSource,strInstructionsFR,strMeasure9,strDrink,strIngredient8,strIngredient12,strInstructionsIT,idDrink,strMeasure3,strInstructionsDE,strIngredient1,strInstructionsES,strMeasure4,strIngredient9,strInstructionsZH-HANT,strMeasure1,strMeasure15,strIngredient10,strGlass,strDrinkAlternate,strMeasure10,strMeasure6,strIngredient7,strImageAttribution,strIngredient3,strMeasure2,strTags,strInstructions,strCategory,strInstructionsZH-HANS,dateModified,strMeasure14,strIngredient14,strAlcoholic,strIngredient11,strMeasure13,strIBA,strMeasure5,strIngredient2,strIngredient15,strMeasure7,strIngredient4
,,,,https://www.thecocktaildb.com/images/media/drink/trptts1454514474.jpg,No,,,,,"Mélanger le rhum, l'amaretto et le jus d'orange dans un shaker rempli de glace. Filtrer sur de la glace dans un verre highball. Ajouter de la grenadine et garnir d'un quartier d'ananas et d'une fraise.",,A Day at the Beach,,,"Shakerare rum, amaretto e succo d'arancia in uno shaker pieno di ghiaccio.
Filtrare sul ghiaccio in un bicchiere highball.
Aggiungere la granatina e guarnire con uno spicchio di ananas e una fragola.",15200,4 oz ,"Rum, Amaretto und Orangensaft in einem mit Eis gefüllten Shaker schütteln. Über Eis in ein Highball-Glas abseihen. Grenadine hinzufügen und mit einem Ananaskeil und einer Erdbeere garnieren.",Coconut rum,"Agitar el ron, el Amaretto y el zumo de naranja en una coctelera con hielo. Colar sobre hielo en un vaso highball. Añadir granadina y decorar con una rodaja de piña y una fresa.",1/2 oz ,,,1 oz ,,,Highball glass,,,,,,Orange juice,1/2 oz ,Sweet,"Shake Rum, Amaretto, and Orange Juice in a shaker filled with ice. Strain over ice into a highball glass. Add Grenadine and garnish with a Pineapple Wedge and a Strawberry.",Ordinary Drink,,2016-02-03 15:47:54,,,Alcoholic,,,,,Amaretto,,,Grenadine
,,,,https://www.thecocktaildb.com/images/media/drink/ssxvww1472669166.jpg,No,,,,,Verser le rhum et la bière de gingembre dans un verre highball presque rempli de glaçons. Bien mélanger. Décorer avec le zeste de citron.,,A Furlong Too Late,,,Guarnire con la scorza di limone.Versare il rum e la ginger beer in un bicchiere highball quasi riempito di cubetti di ghiaccio.Mescolare bene.,17831,1 twist of ,"Den Rum und das Ingwerbier in ein Highball-Glas gießen, das fast mit Eiswürfeln gefüllt ist. Gut umrühren. Mit der Zitronenscheibe garnieren.",Light rum,Vierta el ron y la cerveza de jengibre en un vaso highball casi lleno de cubitos de hielo. Remover bien. Decorar con el twist de limón.,,,,2 oz ,,,Highball glass,,,,,,Lemon peel,4 oz ,,Pour the rum and ginger beer into a highball glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,Ordinary Drink,,2016-08-31 19:46:06,,,Alcoholic,,,,,Ginger beer,,,
,,,,https://www.thecocktaildb.com/images/media/drink/trpxxs1472669662.jpg,No,Lemon,,,,"Ajouter tous les ingrédients, sauf le citron, dans un shaker rempli de glace. Couvrir et secouer vigoureusement. Filtrer le contenu dans un verre Collins rempli de glace. Garnir de citron.",,Absolut Summertime,,,"Aggiungere tutti gli ingredienti tranne il limone in uno shaker pieno di ghiaccio.
Coprite e agitate energicamente.
Filtrare il contenuto in un bicchiere collins pieno di ghiaccio.
Guarnire con il limone.",14107,1/2 oz ,Alle Zutaten außer Zitrone in den mit Eis gefüllten Shaker geben. Abdecken und kräftig schütteln. Inhalt in eisgefülltes Collins-Glas abseihen. Mit Zitrone garnieren.,Absolut Citron,Añada todos los ingredientes excepto el limón a una coctelera llena de hielo. Tapar y agitar enérgicamente. Cuele el contenido en un vaso Collins lleno de hielo. Decorar con limón.,3 oz ,,,1 1/2 oz ,,,Collins glass,,,,,,Sprite,3/4 oz ,,Add all ingredients except lemon to shaker filled with ice. Cover and shake vigorously. Strain contents into ice filled collins glass. Garnish with lemon.,Cocktail,,2016-08-31 19:54:22,,,Alcoholic,,,,1 slice ,Sweet and sour,,,Soda water
,,,,https://www.thecocktaildb.com/images/media/drink/dj8n0r1504375018.jpg,No,,,,,"Bien agiter avec de la glace pilée, filtrer le contenu dans un verre à cocktail et servir.",,Amaretto And Cream,,,"Shakerare bene con ghiaccio tritato, filtrare il contenuto in una coppetta da cocktail e servire.",11025,,"Mit zerkleinertem Eis gut schütteln, Inhalt in ein Cocktailglas abseihen und servieren.",Amaretto,"Agitar bien con hielo picado, colar el contenido en una copa de cóctel y servir.",,,,1 1/2 oz ,,,Cocktail glass,,,,,,,1 1/2 oz ,,"Shake well with cracked ice, strain contents into a cocktail glass, and serve.",Ordinary Drink,,2017-09-02 18:56:58,,,Alcoholic,,,,,Light cream,,,
,,,,https://www.thecocktaildb.com/images/media/drink/dbtylp1493067262.jpg,No,,,,,,,Arizona Antifreeze,,,Versate tutti gli ingredienti nel bicchierino e mescolate!,16354,1/3 oz ,Alle Zutaten in ein Schnapsglas geben und verrühren.,Vodka,Vierte todos los ingredientes en el vaso y tómate el trago en un solo golpe!!!!,,,,1/3 oz ,,,Shot glass,,,,,,Sweet and sour,1/3 oz ,,Pour all ingredients into shot glass and slam !!!!,Shot,,2017-04-24 21:54:22,,,Alcoholic,,,,,Midori melon liqueur,,,
,,,,https://www.thecocktaildb.com/images/media/drink/wysqut1461867176.jpg,No,,,,,"Secoués, pas remués !",,A Gilligan's Island,,,Agita non mescolare!,16943,3 oz ,"Geschüttelt, nicht gerührt!",Vodka,"¡Sacudido, no agitado!",3 oz ,,,1 oz ,,,Collins glass,,,,,,Orange juice,1 oz ,,"Shaken, not stirred!",Cocktail,,2016-04-28 19:12:56,,,Alcoholic,,,,,Peach schnapps,,,Cranberry juice
,,,,https://www.thecocktaildb.com/images/media/drink/abcpwr1504817734.jpg,No,,,,,Mélanger la vodka et le jus de canneberge dans un shaker et filtrer dans un verre. Compléter avec du champagne.,,Absolutely Fabulous,,,Mescolare la vodka e il succo di mirtillo rosso in uno shaker e filtrare in un bicchiere. Rabboccare con lo champagne.,17224,Top up with,Den Wodka- und Preiselbeersaft in einem Shaker vermischen und in ein Glas abseihen. Mit Champagner auffüllen.,Vodka,Mezcle el vodka y el zumo de arándanos en una coctelera y cuélelo en un vaso. Completar con Champagne.,,,,1 shot ,,,Champagne flute,,,,,,Champagne,2 shots ,,Mix the Vodka and Cranberry juice together in a shaker and strain into a glass. Top up with Champagne.,Cocktail,,2017-09-07 21:55:34,,,Alcoholic,,,,,Cranberry Juice,,,
,,,,https://www.thecocktaildb.com/images/media/drink/g12lj41493069391.jpg,No,,,,,Il suffit de mélanger les trois ingrédients un à un à un.,,Alice in Wonderland,,,Basta mescolare i tre ingredienti uno a uno a uno,17094,1 shot ,Mische einfach die drei Zutaten.,Amaretto,Basta con mezclar los tres ingredientes uno a uno,,,,1 shot ,,,Collins Glass,,,,,,Southern Comfort,1 shot ,,Just mix the three ingredients one to one to one,Ordinary Drink,,2017-04-24 22:29:51,,,Alcoholic,,,,,Grand Marnier,,,
,,,,https://www.thecocktaildb.com/images/media/drink/xwryyx1472719921.jpg,No,,,,,Secouer et servir avec des glaçons,,Amaretto Stone Sour,,,Shakerare e servire con ghiaccio,14306,1 part ,Schütteln und über Eis servieren,Amaretto,Agitar y servir con hielo,,,,1 part ,,,Collins Glass,,,,,,Orange juice,1 part ,,Shake and Serve over ice,Other / Unknown,,2016-09-01 09:52:01,,,Alcoholic,,,,,Sour mix,,,
,,,,https://www.thecocktaildb.com/images/media/drink/rptuxy1472669372.jpg,No,,,,,"Frotter le bord d'un verre old fashioned avec du citron et le plonger à plusieurs reprises dans du sucre cristallisé jusqu'à ce que le bord soit bien ""givré"". Agiter un verre d'Amaretto avec le jus d'un demi-citron. Filtrer dans le verre et ajouter de la glace. Garnir d'une cerise Marachino.",,A True Amaretto Sour,,,"Strofinare il bordo di un bicchiere vecchio stile con il limone e immergerlo ripetutamente nello zucchero semolato fino a ottenere un buon bordo ""glassato"".
Shakerare un jigger di Amaretto con il succo di 1/2 limone.
Filtrare nel bicchiere e aggiungere il ghiaccio.
Guarnire con una ciliegia al maraschino.",17005,,"Reiben Sie den Rand eines old fashioned Glases mit Zitrone ein und tauchen Sie es wiederholt in Kristallzucker, bis es einen guten ""gefrosteten"" Rand hat. Einen Jigger Amaretto mit dem Saft von 1/2 Zitrone schütteln. In ein Glas abseihen und Eis hinzufügen. Mit einer Marachinokirsche garnieren.",Amaretto,"Frotar el borde de un vaso old fashioned con limón y sumergirlo repetidamente en azúcar granulada hasta que tenga un buen borde ""escarchado"". Agitar un jigger de Amaretto con el zumo de 1/2 limón. Cuele en el vaso y añada hielo. Decorar con una cereza Marachino.",,,,1 jigger ,,,Old-fashioned glass,,,,,,Ice,Juice of 1/2 ,,"Rub the rim of an old fashioned glass with lemon, and dip repeatedly into granulated sugar until it has a good ""frosted"" rim. Shake a jigger of Amaretto with the juice of 1/2 a lemon. Strain into glass and add ice. Garnish with a Marachino Cherry.",Cocktail,,2016-08-31 19:49:32,,,Alcoholic,,,,,Lemon,,,Maraschino cherry
,,,,https://www.thecocktaildb.com/images/media/drink/yvxrwv1472669728.jpg,No,,,,,"Secouez-le, c'est plus savoureux ainsi, mais vous pouvez le remuer si vous voulez. 6 d'entre eux et vous serez épuisé pour le reste de la nuit.",,Absolutly Screwed Up,,,"Agitalo perché ha un sapore migliore, ma puoi mescolarlo se vuoi.
6 di quelli e sarai ubriaco per il resto della notte.",16134,1 shot ,"Schütteln Sie, schmeckt es besser, aber Sie können es auch rühren, wenn Sie wollen. 6 davon und du wirst für den Rest der Nacht erledigt sein.",Absolut Citron,"Agítalo, sabe mejor así, pero puedes removerlo si quieres. 6 de esos y usted será desperdiciado por el resto de la noche.",Fill to top ,,,1 shot ,,,Collins glass,,,,,,Triple sec,1 shot ,,"Shake it up it tasts better that way, but you can stir it if you want. 6 of those and you will be wasted for the rest of the night.",Cocktail,,2016-08-31 19:55:28,,,Alcoholic,,,,,Orange juice,,,Ginger ale
,,,,https://www.thecocktaildb.com/images/media/drink/xwqvur1468876473.jpg,No,,,,,Mettre le tout dans un mixeur et liquéfier.,,Apple Berry Smoothie,,,Getta tutto in un frullatore e liquida.,12710,,Alles in einen Mixer geben und aufschlagen.,Berries,Echar todo en una batidora y licuar.,,,,1 cup ,,,Highball Glass,,,,,,,2 ,,Throw everything into a blender and liquify.,Other / Unknown,,2016-07-18 22:14:33,,,Non alcoholic,,,,,Apple,,,
,,,,https://www.thecocktaildb.com/images/media/drink/8nk2mp1504819893.jpg,No,Fresh Lime Juice,Sugar Syrup,,,Secouer tous les ingrédients et filtrer dans un verre froid.,,Adios Amigos Cocktail,,,Shakerare insieme tutti gli ingredienti e filtrare in un bicchiere freddo.,17229,1/2 shot ,Alle Zutaten vermengen und in ein kaltes Glas abseihen.,Rum,Agite todos los ingredientes y cuélelos en un vaso frío.,1/2 shot ,,,1 shot ,,,Martini Glass,,,1/4 shot,Water,,Cognac,1/2 shot ,,Shake together all the ingredients and strain into a cold glass.,Cocktail,,2017-09-07 22:31:33,,,Alcoholic,,,,1/4 shot,Dry Vermouth,,1/2 shot ,Gin
,,,,https://www.thecocktaildb.com/images/media/drink/vtytxq1483387578.jpg,Yes,,,,https://www.thecocktaildb.com/drink/11010,Secouer tous les ingrédients (sauf le quartier de citron vert) avec de la glace et filtrer dans un verre à cocktail. Ajouter le quartier de citron vert et servir.,,After Dinner Cocktail,,,Shakerare tutti gli ingredienti (eccetto uno spicchio di lime) con ghiaccio e filtrare in una coppetta da cocktail.Aggiungere lo spicchio di lime e servire.,11010,Juice of 1 ,Alle Zutaten (außer Limettenkeil) mit Eis schütteln und in ein Cocktailglas abseihen. Den Limettenkeil dazugeben und servieren.,Apricot brandy,Agitar todos los ingredientes (excepto el gajo de lima) con hielo y colar en una copa de cóctel. Añadir el gajo de lima y servir.,1 ,,,1 oz ,,,Cocktail glass,,,,,TheCocktailDB.com,Lime,1 oz ,DinnerParty,Shake all ingredients (except lime wedge) with ice and strain into a cocktail glass. Add the wedge of lime and serve.,Ordinary Drink,,2017-01-02 20:06:18,,,Alcoholic,,,,,Triple sec,,,Lime
,,,,https://www.thecocktaildb.com/images/media/drink/quyxwu1483387610.jpg,Yes,,,,https://www.thecocktaildb.com/drink/11011,"Secouer tous les ingrédients avec de la glace, filtrer dans un verre à cocktail et servir.",,After Supper Cocktail,,,"Shakerare tutti gli ingredienti con ghiaccio, filtrare in una coppetta da cocktail e servire.",11011,1/2 tsp ,"Alle Zutaten mit Eis schütteln, in ein Cocktailglas abseihen und servieren.",Triple sec,"Agitar todos los ingredientes con hielo, colar en una copa de cóctel y servir.",,,,1 oz ,,,Cocktail glass,,,,,TheCocktailDB.com,Lemon juice,1 oz ,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Ordinary Drink,,2017-01-02 20:06:50,,,Alcoholic,,,,,Apricot brandy,,,
,,,,https://www.thecocktaildb.com/images/media/drink/vswwus1472668546.jpg,No,,,,,"Remplir le mixeur avec 3/4 de glace. Ajouter le mélange aigre-doux sur le dessus de la glace. Ajouter environ 1 pouce de jus d'ananas, 1/2 pouce de liqueur de melon et 1/2 à 1/4 pouce d'amaretto. Mixez ensuite le mélange jusqu'à ce qu'il ait la consistance d'une margarita ou qu'il soit plus fin.",,Amaretto Sweet & Sour,,,"Riempi il frullatore con 3/4 di ghiaccio.
Aggiungi il mix sweet & sour sulla parte superiore del ghiaccio.
Aggiungere circa 15ml di succo di ananas, 8ml di liquore al melone, e tra gli 8ml e 4ml di amaretto.
Quindi frullare il composto fino a ottenere una consistenza margarita o più sottile.",16202,,"Füllen Sie den Mixer mit 3/4 Eis. Geben Sie die süß-saure Mischung auf die Oberseite des Eises. Füge etwa 1"" Ananassaft, 1/2"" Melonenlikör und 1/2 bis 1/4"" Amaretto hinzu. Dann die Mischung mischen, bis sie eine Margaritta-Konsistenz oder Verdünnung aufweist.",Amaretto,"Llene la batidora con 3/4 de hielo. Añada la mezcla agridulce en la parte superior del hielo. Añada aproximadamente 1 pulgada de zumo de piña, 1/2 pulgada de licor de melón y de 1/2 a 1/4 pulgada de amaretto. A continuación, bata la mezcla hasta que adquiera la consistencia de una margarita o quede más fina.",,,,,,,Margarita/Coupette glass,,,,,,Midori melon liqueur,,,"Fill the blender with 3/4 ice. Add sweet & sour mix to the top of the ice. Add about 1"" of pineapple juice, 1/2"" of melon liqeur, and 1/2 to 1/4"" of amaretto. Then blend the mix until it is of margaritta consistency or thinner.",Punch / Party Drink,,2016-08-31 19:35:46,,,Alcoholic,,,,,Sweet and sour,,,Pineapple juice
,,,,https://www.thecocktaildb.com/images/media/drink/ysqvqp1461867292.jpg,No,Schweppes Russchian,,,,"Verser le tout avec la vodka, le kirch et la liqueur de fraise sur de la glace dans un shaker. Secouez bien et versez dans un verre highball. Remplir avec de l'eau russe.",,A midsummernight dream,,,"Mescolare le fragole in un frullatore Versare insieme la vodka, il kirsch e il liquore alla fragola freddo in uno shaker.
Agitare bene e versare in un bicchiere highball.
Aggiungi la Schweppes Russchian.",15675,1 tsp ,"Die Erdbeeren in einem Mixer mischen. Gießen Sie sie zusammen mit Wodka, Kirch und Erdbeerlikör über Eis in einen Shaker. Gut schütteln und ein Highball Glas einfüllen. Füllen Sie das russische Wasser auf.",Vodka,"Mezcla las fresas en una batidora Vierte junto con el vodka, el kirch y el licor de fresa sobre hielo en una coctelera. Agitar bien y verter en un vaso alto. Rellenar con el agua rusa",5 ,,,2 oz ,,,Collins Glass,,,,,,Strawberry liqueur,1 oz ,,"Mix the strawberrys in a blender Pour it together with the vodka,kirch and strawberry liquer over ice in a shaker. Shake well and pour in a highballglass. Fill up with the Russchian water",Ordinary Drink,,2016-04-28 19:14:52,,,Alcoholic,,,,,Kirschwasser,,,Strawberries
,,,,https://www.thecocktaildb.com/images/media/drink/qspqxt1472720078.jpg,No,,,,,Il suffit de mélanger les deux liquides et de saupoudrer de cannelle. Servir froid ou réchauffé.,,Apple Pie with A Crust,,,Basta mescolare i due liquidi e cospargere di cannella. Servire freddo o caldo.,16958,3 dashes ,Einfach die beiden Flüssigkeiten mischen und den Zimt einstreuen. Servieren Sie entweder kalt oder warm.,Apple juice,Basta con mezclar los dos líquidos y espolvorear la canela. Servir frío o caliente.,,,,3 parts ,,,Collins Glass,,,,,,Cinnamon,1 part ,,Just mix the two liquids and sprinkle in the cinnamon. Serve either cold or heated.,Other / Unknown,,2016-09-01 09:54:38,,,Alcoholic,,,,,Malibu rum,,,
,,,,https://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg,No,Ginger ale,Lemon peel,,,"Dans un shaker à moitié rempli de glaçons, mélanger le rhum léger, le rhum añejo, le jus d'orange et le jus de citron. Bien agiter. Filtrer dans un verre highball presque rempli de glaçons. Compléter avec le ginger ale. Décorer avec le zeste de citron.",,A Night In Old Mandalay,,,"In uno shaker riempito a metà con cubetti di ghiaccio, unire il rum light, il rum aejo, il succo d'arancia e il succo di limone. Agitare bene. Filtrare in un bicchiere highball quasi pieno di cubetti di ghiaccio. Completare con la ginger ale. Guarnire con la scorza di limone.",17832,1 oz ,"In einem Shaker, der halb mit Eiswürfeln gefüllt ist, den Light Rum, Aejo Rum, Orangensaft und Zitronensaft vermengen. Gut schütteln. In ein Highball-Glas abseihen, das fast mit Eiswürfeln gefüllt ist. Mit dem Ginger Ale bestreuen. Mit der Zitronenscheibe garnieren.",Light rum,"En una coctelera llena hasta la mitad con cubitos de hielo, mezcle el ron ligero, el ron añejo, el zumo de naranja y el zumo de limón. Agitar bien. Colar en un vaso highball casi lleno de cubitos de hielo. Añadir el ginger ale. Decorar con el twist de limón.",1/2 oz ,,,1 oz ,,,Highball glass,,,1 twist of ,,,Orange juice,1 oz ,,"In a shaker half-filled with ice cubes, combine the light rum, añejo rum, orange juice, and lemon juice. Shake well. Strain into a highball glass almost filled with ice cubes. Top with the ginger ale. Garnish with the lemon twist.",Ordinary Drink,,2016-04-29 09:43:00,,,Alcoholic,,,,3 oz ,Añejo rum,,,Lemon juice
,,,,https://www.thecocktaildb.com/images/media/drink/jls02c1493069441.jpg,No,,,,,Verser dans l'ordre dans une tasse à café. Garnir de crème fouettée et de copeaux de chocolat.,,Almond Chocolate Coffee,,,"Versare in ordine in una tazzina da caffè.
Completare con panna montata e scaglie di cioccolato.",16082,8 oz ,In Reihenfolge in die Kaffeetasse gießen. Mit Schlagsahne und Schokoraspeln garnieren.,Amaretto,Verter por orden en una taza de café. Cubrir con nata montada y virutas de chocolate.,,,,3/4 oz ,,,Coffee mug,,,,,,Coffee,1/2 oz ,,Pour in order into coffee cup. Top with whipped creme and chocolate shcvings.,Ordinary Drink,,2017-04-24 22:30:41,,,Alcoholic,,,,,Dark Creme de Cacao,,,
,,,,https://www.thecocktaildb.com/images/media/drink/ruxuvp1472669600.jpg,No,,,,,secouer vigoureusement,,A.D.M. (After Dinner Mint),,,"Versare tutti gli ingredienti in un bicchiere, agita bene.",14560,1/2 oz ,kräftig schütteln,White Creme de Menthe,agitar enérgicamente,Fill with ,,,1/2 oz ,,,Irish coffee cup,,,,,,Vodka,3/4 oz ,,shake vigorously,Cocktail,,2016-08-31 19:53:20,,,Alcoholic,,,,,Southern Comfort,,,Hot chocolate
,,,,https://www.thecocktaildb.com/images/media/drink/vqwstv1472811884.jpg,No,,,,,Mélanger les ingrédients. Servir sur de la glace.,,Absolutely Cranberry Smash,,,"Mescola gli ingredienti insieme.
Servire con ghiaccio.",15024,2 oz ,Zutaten verrühren. Auf Eis servieren.,Absolut Vodka,Mezcle los ingredientes. Servir con hielo.,Add ,,,2 oz ,,,Cocktail glass,,,,,,Ginger ale,4 oz ,,Stir ingredients together. Serve over ice.,Ordinary Drink,,2016-09-02 11:24:44,,,Alcoholic,,,,,Cranberry juice,,,Ice
,,,,https://www.thecocktaildb.com/images/media/drink/wutxqr1472720012.jpg,No,,,,,"Agiter le mélange acidulé, la tequila et l'amaretto avec de la glace. Filtrer dans un verre highball. Ajouter un trait de jus de fruit. Garnir d'une tranche d'orange et d'une cerise.",,Amaretto Stone Sour Alternative,,,"Shakerare mix acido, tequila e amaretto con ghiaccio.
Filtrare in un bicchiere highball.
Aggiungi un tocco di GU.
Guarnire con una fettina d'arancia e una ciliegia.",16100,2 oz ,"Sauergemisch, Tequila und Amaretto mit Eis schütteln. In ein Highball-Glas abseihen. Füge einen Spritzer OJ hinzu. Mit einer Orangenscheibe und einer Kirsche garnieren.",Sour mix,"Agite la mezcla agria, el tequila y el amaretto con hielo. Colar en un vaso highball. Añadir un chorrito de zumo de naranja. Decorar con una rodaja de naranja y una cereza.",Add splash ,,,2 oz ,,,Highball glass,,,,,,Tequila,2 oz ,,"Shake sour mix, tequila and amaretto with ice. Strain into highball glass. Add a splash of OJ. Garnish with orange slice and a cherry.",Other / Unknown,,2016-09-01 09:53:32,,,Alcoholic,,,,,Amaretto,,,Orange juice
,,,,https://www.thecocktaildb.com/images/media/drink/5a3vg61504372070.jpg,No,,,,,,,B-52,,,"Metti gli ingredienti in un bicchiere da shot a strati.
Servire con una paletta.",15853,1/4 ,Zutaten in ein Schnapsglas schichten. Mit einem Rührstab servieren.,Baileys irish cream,,,,,1/3 ,,,Shot glass,,,,,,Kahlua,1/3 ,"IBA,NewEra",Layer ingredients into a shot glass. Serve with a stirrer.,Shot,,2017-09-02 18:07:51,,,Alcoholic,,,New Era Drinks,,Grand Marnier,,,
,,,,https://www.thecocktaildb.com/images/media/drink/rwqxrv1461866023.jpg,No,,,,,"Verser le Kahlua, le Sambucca et le Grand Marnier dans un verre à liqueur dans cet ordre. Meilleur que le B-52",,B-53,,,"Metti Kahlua, Sambuca e Grand Marnier in un bicchierino in quest'ordine. ",13332,1/3 shot ,"Schichte die Kahlua, Sambucca und Grand Marnier in dieser Reihenfolge in ein Schnapsglas ein. Besser als B-52",Kahlua,"Ponga el Kahlua, el Sambucca y el Grand Marnier en un vaso de chupito en ese orden. Mejor que el B-52",,,,1/3 shot ,,,Collins Glass,,,,,,Grand Marnier,1/3 shot ,,"Layer the Kahlua, Sambucca and Grand Marnier into a shot glas in that order. Better than B-52",Shot,,2016-04-28 18:53:43,,,Alcoholic,,,,,Sambuca,,,
,,,,https://www.thecocktaildb.com/images/media/drink/rysb3r1513706985.jpg,No,,,,,"Mélanger dans un verre à mélange avec de la glace et filtrer
",,Bijou,,,Mescolare nel mixing glass con ghiaccio e filtrare,17254,1 oz,In Mischglas mit Eis verrühren und abseihen.,Orange Bitters,"Remover en un vaso mezclador con hielo y colar
",1 oz,,,1 dash,,,Cocktail glass,,,,,,Gin,1 oz,,"Stir in mixing glass with ice and strain
",Cocktail,,2017-12-19 18:09:45,,,Alcoholic,,,,,Green Chartreuse,,,Sweet Vermouth
,,,,https://www.thecocktaildb.com/images/media/drink/pwgtpa1504366376.jpg,No,Egg white,,,,"Dans un shaker à moitié rempli de glaçons, mélanger tous les ingrédients. Bien agiter. Filtrer dans un verre aigre.",,Boxcar,,,"In uno shaker riempito a metà con cubetti di ghiaccio, unire tutti gli ingredienti.Filtrare in un bicchiere sour.Agitare bene.",11149,1 tsp ,"In einem Shaker, der halb mit Eiswürfeln gefüllt ist, alle Zutaten vermengen. Gut schütteln. In ein Sour Glas abseihen.",Gin,"En una coctelera llena hasta la mitad con cubitos de hielo, mezcle todos los ingredientes. Agitar bien. Colar en un vaso sour.",1/2 tsp ,,,1 1/2 oz ,,,Whiskey sour glass,,,,,,Lemon juice,1 oz ,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",Ordinary Drink,,2017-09-02 16:32:57,,,Alcoholic,,,,1 ,Triple sec,,,Grenadine
,,,,https://www.thecocktaildb.com/images/media/drink/yqwuwu1441248116.jpg,No,,,,,Verser les ingrédients dans un verre à shot de 1 once,,Big Red,,,Versare gli ingredienti in un bicchierino da shot.,13222,,Zutaten in 1 Schnapsglas gießen.,Irish cream,Vierta los ingredientes en un vaso de chupito de 1 onza.,,,,1/2 oz ,,,Shot glass,,,,,,,1/2 oz ,,Pour ingredients into 1 ounce shot glass,Shot,,2015-09-03 03:41:56,,,Alcoholic,,,,,Goldschlager,,,
,,,,https://www.thecocktaildb.com/images/media/drink/eaag491504367543.jpg,No,,,,,"Verser la purée de pêche dans une flûte réfrigérée, ajouter le vin mousseux. Remuer doucement.",,Bellini,,,"Versare la purea di pesche in una flûte fredda, aggiungere lo spumante.
",17195,,"Pfirsichpüree in das gekühlte Sektglas gießen, Sekt hinzufügen. Vorsichtig umrühren.",Champagne,Vierta el puré de melocotón en una copa fría y añada el vino espumoso. Remover suavemente.,,,,6 oz ,,,Champagne Flute,,,,,,,1 oz ,"ContemporaryClassic,IBA","Pour peach purée into chilled flute, add sparkling wine. Stir gently.",Ordinary Drink,,2017-09-02 16:52:23,,,Alcoholic,,,Contemporary Classics,,Peach schnapps,,,
,,,,https://www.thecocktaildb.com/images/media/drink/twtbh51630406392.jpg,Yes,,,,https://www.instagram.com/p/CSR2YF3M9uT,"Remplir le verre de glace pilée. Verser le gin, le jus de citron et le sirop simple. Remuer, puis verser la liqueur de mûre de façon circulaire pour créer un effet de marbrure. Décorer avec deux mûres et une tranche de citron.",,Bramble,,,"Riempi il bicchiere con ghiaccio tritato.
Aggiungi gin, succo di limone e sciroppo semplice.
Mescolare e poi versare il liquore alla mora in modo circolare per creare un effetto marmorizzato.
Guarnire con due more e una fetta di limone.",17210,1 cl,"Füllen Sie das Glas mit zerstoßenem Eis. Den Gin, den Zitronensaft und den Sirup dazugeben. Rühren Sie um und gießen Sie dann Brombeerlikör kreisförmig darüber, um einen Marmoriereffekt zu erzielen. Mit zwei Brombeeren und einer Zitronenscheibe garnieren.",Gin,"Llenar el vaso con hielo picado. Echar por encima la ginebra, el zumo de limón y el sirope simple. Remover y, a continuación, verter el licor de mora en forma circular para crear un efecto marmolado. Decorar con dos moras y una rodaja de limón.",1.5 cl,,,4 cl,,,Old-Fashioned glass,,,,,@wanderingdane,Sugar syrup,1.5 cl,"IBA,NewEra","Fill glass with crushed ice. Build gin, lemon juice and simple syrup over. Stir, and then pour blackberry liqueur over in a circular fashion to create marbling effect. Garnish with two blackberries and lemon slice.",Ordinary Drink,,2017-09-02 18:15:26,,,Alcoholic,,,New Era Drinks,,lemon juice,,,Creme de Mure
,,,,https://www.thecocktaildb.com/images/media/drink/vysuyq1441206297.jpg,No,,,,,"Dans un verre à mélange à moitié rempli de glaçons, mélanger tous les ingrédients. Bien mélanger. Filtrer dans un verre à cocktail.",,Balmoral,,,"In un mixing glass riempito a metà con cubetti di ghiaccio, unire tutti gli ingredienti. Filtrare in un bicchiere da cocktail.Mescolare bene.",11060,1/2 oz ,"In einem Mischglas, das halb mit Eiswürfeln gefüllt ist, alle Zutaten vermengen. Gut umrühren. In ein Cocktailglas abseihen.",Scotch,"En un vaso mezclador lleno hasta la mitad con cubitos de hielo, mezcle todos los ingredientes. Remover bien. Colar en una copa de cóctel.",2 dashes ,,,1 1/2 oz ,,,Cocktail glass,,,,,,Dry Vermouth,1/2 oz ,,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Ordinary Drink,,2015-09-02 16:04:57,,,Alcoholic,,,,,Sweet Vermouth,,,Bitters
